,depa_nombre,muni_nombre,nombre_prestador,codigo_habilitacion,numero_sede,sede_nombre,nits_nit,dv,clase_persona,naju_codigo,naju_nombre,clpr_codigo,clpr_nombre,ese,nivel,caracter,habilitado,grupo_capacidad,coca_codigo,coca_nombre,cantidad,numero_sede_principal,numero_placa,modalidad,modelo,numero_tarjeta,fecha_corte_REPS,direccion,email,telefono,razon_social,fax,gerente,fecha_radicacion,fecha_vencimiento,fecha_cierre,telefono_adicional,email_adicional,rep_legal
60,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,13,SONRIA DAMA SALUD SEDE C.C HAYUELOS,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CALLE 20 # 82-52 LOCAL 1-66C/1-66B PISO 1 HAYUELOS CENTRO COMERCIAL Y EMPRESARIAL,coordinadorhabilitacion@sonria.com.co,4462808,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
61,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,14,SONRIA DAMA SALUD SEDE BOGOTA CENTRO,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,6,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AK 7 # 21 - 89,coordinadorhabilitacion@sonria.com.co,2817722,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
62,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,15,SONRIA DAMA SALUD SEDE C.C GRAN PLAZA EL ENSUEÑO,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CALLE 59 S # 51 - 21 LC 145,coordinadorhabilitacion@sonria.com.co,3580432,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
63,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,16,SONRIA DAMA SALUD SEDE VENECIA,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,7,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AUTOP. SUR Nº 54A-25,coordinadorhabilitacion@sonria.com.co,7416100,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
64,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,17,SONRIA DAMA SALUD SEDE CHAPINERO,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,8,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 13 # 57-12,coordinadorhabilitacion@sonria.com.co,3144322,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
65,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,18,SONRIA DAMA SALUD SEDE SALITRE,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,Ac 24 No. 68 C 25 Lc 18,coordinadorhabilitacion@sonria.com.co,4055555,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
66,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,20,SONRIA DAMA SALUD SEDE TITAN PLAZA,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AV. BOYACA NO. 80- 94 LOCAL 1-36,coordinadorhabilitacion@sonria.com.co,3580464,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
67,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,21,SONRIA DAMA SALUD COLINA CAMPESTRE,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AK 58 # 128 B - 94,coordinadorhabilitacion@sonria.com.co,6433130,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
68,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,22,SONRIA DAMA SALUD SEDE CENTRO MAYOR,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,Calle 38A SUR NO 34D 51 C.C CENTRO MAYOR LC 1-107,coordinadorhabilitacion@sonria.com.co,3580434,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
69,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,23,SONRIA DAMA SALUD SEDE CALLE 95,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,9,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CARRERA 15 No. 95-18/22 LC 1,coordinadorhabilitacion@sonria.com.co,3144311,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
70,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,24,SONRIA DAMA SALUD SEDE PLAZA DE LAS AMERICAS,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,9,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 71D # 6 - 94 SUR CC PLAZA DE LAS AMERICAS LC 1129,coordinadorhabilitacion@sonria.com.co,3144333,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
71,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,25,SONRIA DAMA SALUD SEDE C.C PLAZA IMPERIAL,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CL 146 A NO. 106 - 20 LC 1 - 98 CC PLAZA IMPERIAL,coordinadorhabilitacion@sonria.com.co,3580462,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
72,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,26,SONRIA DAMA SALUD SEDE BOSA,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CL 65 SUR NO. 78 L - 65,coordinadorhabilitacion@sonria.com.co,3580412,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
73,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,27,SONRIA DAMA SALUD SEDE C.C PLAZA CENTRAL,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,"CR 65 # 11 - 50 L 2 - 45, L 2 - 46",coordinadorhabilitacion@sonria.com.co,3580458,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
74,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,28,SONRIA DAMA SALUD SEDE CC VILLA DEL RIO,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,5,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,DIAGONAL 57 C SUR # 62- 60 CONSULTORIO LOCAL 172 CONSULTORIO LOCAL 173,coordinadorhabilitacion@sonria.com.co,3580444,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
75,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,29,SONRIA DAMA SALUD SEDE RESTREPO 2,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,6,23,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CARRERA 18 SUR No. 17-68,coordinadorhabilitacion@sonria.com.co,3580444,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
76,Bogotá D.C,BOGOTÁ,INVERSIONES DAMA SALUD SAS,1100100130,31,CLINICA ODONTOLOGICA SELF COLOMBIA,830108482,3,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,UNIDAD MOVIL,64,Unidad Móvil,1,23,WOY939,TERRESTRE,2017,10013925288,Fecha corte REPS: Sep 19 2022 2:23PM,CL 19 SUR# 18 - 46 /48,coordinadorhabilitacion@sonria.com.co,3580444,INVERSIONES DAMA SALUD SAS,,,20061117,20230831,,,,JUAN CARLOS GIRALDO CERQUERA
128,Bogotá D.C,BOGOTÁ,SERVICIOS MEDICOS YUNIS TURBAY Y CIA SAS,1100100218,02,SERVICIOS MEDICOS YUNIS TURBAY Y CIA SEDE NORTE,860529151,6,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,02,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,"CALLE 86B # 49D-28 CONSULTORIO 301,302,303,304,305,401,402,403,404,405",secretaria@yunis.co,2329622,SERVICIOS MEDICOS YUNIS TURBAY Y CIA SAS,2889827,,20030128,20230831,,,,Daniel Andrés Yunis Londoño
136,Bogotá D.C,BOGOTÁ,ETICA ORAL LIMITADA,1100100224,01,ETICA ORAL LIMITADA,800176600,7,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,2,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CL 127 No 19A - 44 /62 P2 CONS 202-203 ACOMEDICA 2,servietica@yahoo.com,6025050,ETICA ORAL LIMITADA,,,20030128,20230831,,,,HUMBERTO VILA VALERA
207,Bogotá D.C,BOGOTÁ,BIONUCLEAR S.A.S,1100100356,01,BIONUCLEAR,800224466,2,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AK 45 # 106 30PI 2,bionuclearsas@gmail.com,6207838 - 7521203 - 6199405,BIONUCLEAR S.A.S,,,20030131,20230831,,,,YENNY PATRICIA VANEGAS CORREDOR
223,Bogotá D.C,BOGOTÁ,CLINICA RETORNAR SAS,1100100396,01,CLINICA RETORNAR,800160827,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CAMAS,32,Salud Mental Adulto,27,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AK 20 87 33,obarrera@clinicaretornar.com,6015807939,CLINICA RETORNAR SAS,7957100 ext 113,,20060816,20230831,,,,MARIA DEL PILAR JAIME IZQUIERDO
224,Bogotá D.C,BOGOTÁ,CLINICA RETORNAR SAS,1100100396,01,CLINICA RETORNAR,800160827,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AK 20 87 33,obarrera@clinicaretornar.com,6015807939,CLINICA RETORNAR SAS,7957100 ext 113,,20060816,20230831,,,,MARIA DEL PILAR JAIME IZQUIERDO
225,Bogotá D.C,BOGOTÁ,CLINICA RETORNAR SAS,1100100396,01,CLINICA RETORNAR,800160827,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SILLAS,37,Salud Mental,40,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AK 20 87 33,obarrera@clinicaretornar.com,6015807939,CLINICA RETORNAR SAS,7957100 ext 113,,20060816,20230831,,,,MARIA DEL PILAR JAIME IZQUIERDO
226,Bogotá D.C,BOGOTÁ,CLINICA RETORNAR SAS,1100100396,02,CLINICA RETORNAR SAS,800160827,1,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,4,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CR 24 NO. 84 46,obarrera@clinicaretornar.com,7957100 ext,CLINICA RETORNAR SAS,7957100 ext 113,,20060816,20230831,,,,MARIA DEL PILAR JAIME IZQUIERDO
282,Bogotá D.C,BOGOTÁ,OPTICA COLOMBIANA S.A.S,1100100518,03,OPTICA COLOMBIANA S.A.S - NIZA,860001449,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,10,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AK 58 # 127 - 59 LC 162,niza@opticacolombiana.com,2711635,OPTICA COLOMBIANA S.A.S,6169651,,20030207,20230831,,,,Maria Alejandra Cuervo Mosquera
283,Bogotá D.C,BOGOTÁ,OPTICA COLOMBIANA S.A.S,1100100518,05,OPTICA COLOMBIANA S.A.S EXITO CALLE 80,860001449,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,10,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CL 78 BIS 68 70,calle80@opticacolombiana.com,6302771,OPTICA COLOMBIANA S.A.S,6169651,,20030207,20230831,,,,Maria Alejandra Cuervo Mosquera
284,Bogotá D.C,BOGOTÁ,OPTICA COLOMBIANA S.A.S,1100100518,10,OPTICA COLOMBIANA S.A.S CENTRO COMERCIAL ANDINO,860001449,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,10,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 12 82 02 LC 208,andino@opticacolombiana.com,2369824,OPTICA COLOMBIANA S.A.S,6169651,,20030207,20230831,,,,Maria Alejandra Cuervo Mosquera
285,Bogotá D.C,BOGOTÁ,OPTICA COLOMBIANA S.A.S,1100100518,11,OPTICA COLOMBIANA S.A.S - PALATINO,860001449,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,10,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 7 # 139 07 LC 204,palatino@opticacolombiana.com,6260723,OPTICA COLOMBIANA S.A.S,6169651,,20030207,20230831,,,,Maria Alejandra Cuervo Mosquera
286,Bogotá D.C,BOGOTÁ,OPTICA COLOMBIANA S.A.S,1100100518,14,OPTICA COLOMBIANA S.A.S CENTRO COMERCIAL SANTAFE,860001449,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,10,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CLL 185 # 45-03 LC 225,santafe@opticacolombiana.com,6058155,OPTICA COLOMBIANA S.A.S,6169651,,20030207,20230831,,,,Maria Alejandra Cuervo Mosquera
287,Bogotá D.C,BOGOTÁ,OPTICA COLOMBIANA S.A.S,1100100518,17,OPTICA COLOMBIANA S.A.S - GRAN ESTACION,860001449,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,10,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AC 26 NO. 60-47 LC 224,granestacion@opticacolombiana.com,5722348,OPTICA COLOMBIANA S.A.S,6169651,,20030207,20230831,,,,Maria Alejandra Cuervo Mosquera
288,Bogotá D.C,BOGOTÁ,OPTICA COLOMBIANA S.A.S,1100100518,18,OPTICA COLOMBIANA S.A.S - UNICENTRO BOGOTA,860001449,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,10,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,AV 15 # 123 - 30 LC 2 - 26,unicentrobogota@opticacolombiana.com,6190567,OPTICA COLOMBIANA S.A.S,6169651,,20030207,20230831,,,,Maria Alejandra Cuervo Mosquera
289,Bogotá D.C,BOGOTÁ,OPTICA COLOMBIANA S.A.S,1100100518,19,OPTICA COLOMBIANA S.A.S CENTRO COMERCIAL SAN MARTIN,860001449,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,10,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,KR 7 # 32 - 70 LC 217,sanmartin@opticacolombiana.com,7434177,OPTICA COLOMBIANA S.A.S,6169651,,20030207,20230831,,,,Maria Alejandra Cuervo Mosquera
290,Bogotá D.C,BOGOTÁ,OPTICA COLOMBIANA S.A.S,1100100518,23,OPTICA COLOMBIANA S.A.S - PARQUE LA COLINA,860001449,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,10,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CR 58 D N° 146-51 LOCAL 253 B,parquecolina@opticacolombiana.com,7447997,OPTICA COLOMBIANA S.A.S,6169651,,20030207,20230831,,,,Maria Alejandra Cuervo Mosquera
291,Bogotá D.C,BOGOTÁ,OPTICA COLOMBIANA S.A.S,1100100518,24,OPTICA COLOMBIANA S.A.S - PLAZA CENTRAL,860001449,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,10,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CR 65 N° 11 - 50 CC. PLAZA CENTRAL ESPACIO 1-29,plazacentral@opticacolombiana.com,7460056,OPTICA COLOMBIANA S.A.S,6169651,,20030207,20230831,,,,Maria Alejandra Cuervo Mosquera
340,Bogotá D.C,BOGOTÁ,CENTRO DE ENFERMEDADES DIGESTIVAS SAS,1100100616,01,GUTMEDICA ALMIRANTE,830027806,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 16 # 84 A 09 OFICINA 311 CONSULTORIO 3,abonilla@gutmedica.com,6427200,CENTRO DE ENFERMEDADES DIGESTIVAS SAS,6427200,,20030210,20230831,,,,ADRIANNA LUCIA BONILLA GARZON
341,Bogotá D.C,BOGOTÁ,CENTRO DE ENFERMEDADES DIGESTIVAS SAS,1100100616,02,GUTMEDICA DALI,830027806,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,13,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,"CL 97 # 23 37 CONS 315, 204, 203 y 201",abonilla@gutmedica.com,6427200,CENTRO DE ENFERMEDADES DIGESTIVAS SAS,6427200,,20030210,20230831,,,,ADRIANNA LUCIA BONILLA GARZON
342,Bogotá D.C,BOGOTÁ,CENTRO DE ENFERMEDADES DIGESTIVAS SAS,1100100616,02,GUTMEDICA DALI,830027806,8,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,25,Procedimientos,7,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,"CL 97 # 23 37 CONS 315, 204, 203 y 201",abonilla@gutmedica.com,6427200,CENTRO DE ENFERMEDADES DIGESTIVAS SAS,6427200,,20030210,20230831,,,,ADRIANNA LUCIA BONILLA GARZON
364,Bogotá D.C,BOGOTÁ,LITOMEDICA S.A,1100100661,01,LITOMEDICA S.A,800048880,4,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 13 Nº 49 40 Cs 620- 624 sala de procedimiento litotricia piso 2,citasmarly@litomedica.com,2883109 - 2851754,LITOMEDICA S.A,,,20030211,20230831,,,,MANUEL MARCELO RUEDA SALAZAR
365,Bogotá D.C,BOGOTÁ,LITOMEDICA S.A,1100100661,01,LITOMEDICA S.A,800048880,4,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,SALAS,25,Procedimientos,1,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CRA 13 Nº 49 40 Cs 620- 624 sala de procedimiento litotricia piso 2,citasmarly@litomedica.com,2883109 - 2851754,LITOMEDICA S.A,,,20030211,20230831,,,,MANUEL MARCELO RUEDA SALAZAR
366,Bogotá D.C,BOGOTÁ,LITOMEDICA S.A,1100100661,05,LITOMEDICA URODINAMIA,800048880,4,JURIDICO,1,Privada,1,Instituciones - IPS,NO,,,SI,CONSULTORIOS,31,Consulta Externa,3,01,,,0,,Fecha corte REPS: Sep 19 2022 2:23PM,CALLE 50 7 36 PISO 3 CONSULTORIO 301,urodinamia@litomedica.com,2115488-3244104605,LITOMEDICA S.A,,,20030211,20230831,,,,MANUEL MARCELO RUEDA SALAZAR
